,DRUG_ID,DRUG_NAME,DISEASES,PHASE
23736,D0U7CP,KX-03,Autoimmune diabetes , Investigative
23737,D0U7DI,SM-10661,Sepsis , Discontinued in Phase 2
23738,D0U7GA,Recombinant human fibrinogen,Wound healing , Investigative
23739,D0U7GE,KUR-116,Spinal disease , Investigative
23740,D0U7GK,Thalidomide,Multiple myeloma , Approved
23741,D0U7GP,RAUWOLFIA SERPENTINA ROOT,Discovery agent , Approved
23742,D0U7GW,PF-431499,Obesity , Discontinued in Phase 1
23743,D0U7HD,SQ-33961,Thrombosis , Terminated
23744,D0U7HJ,Certoparin sodium,Deep vein thrombosis , Approved
23745,D0U7HL,N-5984,Type-2 diabetes , Phase 2
23746,D0U7HL,N-5984,Obesity , Phase 2
23747,D0U7IG,SD-281,Inflammation , Investigative
23748,D0U7IL,LX-4211,Type-2 diabetes , Phase 3
23749,D0U7IL,LX-4211,Cardiovascular disease , Phase 3
23750,D0U7IL,LX-4211,Type-1 diabetes , Phase 3
23751,D0U7KM,Boostrix,Bordetella pertussis infection , Approved
23752,D0U7KR,FR-118487,Solid tumour/cancer , Terminated
23753,D0U7LW,Thiazole carboxamide derivative 26,Solid tumour/cancer , Patented
23754,D0U7LW,Thiazole carboxamide derivative 26,Metastatic cancer , Patented
23755,D0U7NG,BAY 86-8050,Heart failure , Phase 1
23756,D0U7OS,CARD-024,Cardiovascular disease , Phase 1
23757,D0U7PM,OPL-CCL2-LPM,Arthritis , Phase 1
23758,D0U7PS,GSK256066,Asthma , Discontinued in Phase 2
23759,D0U7SH,Desmopressin,Diabetic complication , Approved
23760,D0U7SR,RO-4998452,Type-2 diabetes , Phase 2
23761,D0U7SU,Interferon-alpha lozenge,Fibromyalgia , Phase 2
23762,D0U7SU,Interferon-alpha lozenge,Chronic obstructive pulmonary disease , Phase 2
23763,D0U7SU,Interferon-alpha lozenge,Behcet disease , Phase 2
23764,D0U7VO,CNS-1307,Schizophrenia , Terminated
23765,D0U7VS,CAR-T cells targeting CD19,Lymphoma , Phase 1
23766,D0U7VU,MLN0264,Gastrointestinal cancer , Phase 2
23767,D0U7VZ,TD-2749,Gastrointestinal disease , Discontinued in Phase 1
23768,D0U7WF,"16,16-dimethyl-PGE2",Stem cell engraftment , Phase 2
23769,D0U7WN,A-80987,Human immunodeficiency virus infection , Discontinued in Phase 1
23770,D0U7WY,Anti-CD19/BCMA CAR-T cells,Multiple myeloma , Phase 1
23771,D0U7XJ,BCA101,Solid tumour/cancer , Phase 1
23772,D0U7ZY,SP-MET-1,Breast cancer , Preclinical
23773,D0U8AD,TLV-1,Erectile dysfunction , Investigative
23774,D0U8AR,DMP-851,Human immunodeficiency virus infection , Discontinued in Phase 1
23775,D0U8AS,Telapristone,Endometriosis , Phase 2
23776,D0U8AT,Echothiophate Iodide,Chronic glaucoma , Approved
23777,D0U8CR,S-06911,Osteoporosis , Phase 3
23778,D0U8EA,S-41744,Major depressive disorder , Investigative
23779,D0U8FG,APS-001,Solid tumour/cancer , Phase 1/2
23780,D0U8GH,LPCN-1056,Asthma , Investigative
23781,D0U8IJ,SDZ-PCO-400,Asthma , Discontinued in Phase 1
23782,D0U8IU,PerioPatch,Periodontal disease , Phase 2
23783,D0U8JN,Pegaspargase,Solid tumour/cancer , Approved
23784,D0U8KA,CGP-43371,Arteriosclerosis , Terminated
23785,D0U8LD,MGN-1706,Solid tumour/cancer , Phase 1
23786,D0U8MF,Theradigm-HPV,Carcinoma , Discontinued in Phase 2
23787,D0U8OD,CIMICOXIB,Pain , Phase 2
23788,D0U8PE,CAR19 T cells carrying cytoplasmic activated PD-1,Non-hodgkin lymphoma , Phase 1
23789,D0U8PR,HPP-593,Dyslipidemia , Phase 1
23790,D0U8PR,HPP-593,Diabetic complication , Phase 1
23791,D0U8QB,JTT-851,Type-2 diabetes , Phase 2
23792,D0U8QC,AS-210,Psoriasis vulgaris , Phase 1/2
23793,D0U8QH,GDC-0349,Non-hodgkin lymphoma , Phase 1
23794,D0U8TW,APV-001,Virus infection , Investigative
23795,D0U8US,Interferon gamma-1b,Chronic granulomatous disease , Approved
23796,D0U8UV,Dimenhydrinate,Nausea , Approved
23797,D0U8VO,Lopinavir + ritonavir + interferon beta-1b,Middle East Respiratory Syndrome (MERS) , Phase 2/3
23798,D0U8WW,NLCQ-1,Solid tumour/cancer , Investigative
23799,D0U8XD,KIN-806,Solid tumour/cancer , Terminated
23800,D0U8XE,Bemcentinib,Non-small-cell lung cancer , Phase 2
23801,D0U8XE,Bemcentinib,Myelodysplastic syndrome , Phase 2
23802,D0U8XE,Bemcentinib,Triple negative breast cancer , Phase 2
23803,D0U8XW,APX-3330,Solid tumour/cancer , Phase 1
23804,D0U8XW,APX-3330,Ocular cancer , Discontinued in Phase 2
23805,D0U8YK,NN5401,Diabetic complication , Phase 3
23806,D0U8YZ,PMID25666693-Compound-45,Osteoarthritis pain , Patented
23807,D0U8YZ,PMID25666693-Compound-45,Cancer related pain , Patented
23808,D0U8YZ,PMID25666693-Compound-45,Neuropathic pain , Patented
23809,D0U8YZ,PMID25666693-Compound-45,Inflammatory pain , Patented
23810,D0U8ZD,OPT-822/OPT-821,Breast cancer , Phase 3
23811,D0U9AE,AIKa1,Osteoarthritis , Investigative
23812,D0U9EN,Actimmune,Idiopathic pulmonary fibrosis , Approved
23813,D0U9EN,Actimmune,Cystic fibrosis , Approved
23814,D0U9EN,Actimmune,Hepatic fibrosis , Approved
23815,D0U9EN,Actimmune,Friedreich's ataxia , Phase 3
23816,D0U9EN,Actimmune,Solid tumour/cancer , Phase 1
23817,D0U9FD,Trospium chloride,Discovery agent , Approved
23818,D0U9FJ,KA-40X,Solid tumour/cancer , Investigative
23819,D0U9GZ,"Recombinant protein subunit vaccine, Emergent",Infectious disease , Preclinical
23820,D0U9HM,GSK-1322888,Gastroparesis , Phase 1
23821,D0U9IQ,PF-477736,Advanced solid tumour , Discontinued in Phase 1
23822,D0U9IZ,Alkaline Phosphatase,Ulcerative colitis , Phase 2
23823,D0U9JL,LY-223982,Asthma , Discontinued in Phase 2
23824,D0U9LL,NKS-01,Bladder cancer , Discontinued in Phase 2
23825,D0U9LT,Y-39983,Glaucoma/ocular hypertension , Phase 1/2
23826,D0U9LV,LY-2428757,Type-2 diabetes , Phase 2
23827,D0U9MJ,Melanoma vaccine,Melanoma , Phase 3
23828,D0U9MN,ACAM-Cdiff,Traveler's diarrhea , Phase 2
23829,D0U9MN,ACAM-Cdiff,Clostridium infection , Phase 2
23830,D0U9MR,Tilidine,Pain , Approved
23831,D0U9NN,OG987SC,Type-2 diabetes , Phase 1
23832,D0U9OC,ASP8374,Solid tumour/cancer , Phase 1
23833,D0U9OD,CreaVax-RA,Rheumatoid arthritis , Phase 2a
23834,D0U9OJ,GSK-326416,Gastroparesis , Preclinical
23835,D0U9PV,CXB-909,Neurodegenerative disorder , Phase 1/2
23836,D0U9QT,UMN-03,Metabolic disorder , Investigative
23837,D0U9QU,Ibopamine hci,Cardiac disease , Approved
23838,D0U9RR,Quinoxaline,Arteriosclerosis , Preclinical
23839,D0U9SM,OX-641,Migraine , Terminated
23840,D0U9TM,Ponalrestat,Gout , Discontinued in Phase 3
23841,D0U9TM,Ponalrestat,Diabetic complication , Investigative
23842,D0U9UF,A-967079,Pain , Investigative
23843,D0U9VO,PF-2575799,Diabetic complication , Discontinued in Phase 1
23844,D0U9WS,LEO-32731,Plaque psoriasis , Phase 2
23845,D0U9WS,LEO-32731,Psoriasis vulgaris , Phase 1
23846,D0U9YV,PAT-PM-1,Pancreatic cancer , Investigative
23847,D0UA0I,Metergolin,Hyperprolactinaemia , Approved
23848,D0UA0U,CAR-T cells targeting CD30,leukaemia , Phase 1/2
23849,D0UA0U,CAR-T cells targeting CD30,Lymphoma , Phase 1/2
23850,D0UA0U,CAR-T cells targeting CD30,Multiple myeloma , Phase 1/2
23851,D0UA0Y,HKI-46F08,Solid tumour/cancer , Investigative
23852,D0UA2Z,Epicillin,Bacterial infection , Approved
23853,D0UA6W,Pyrazole derivative 33,Obesity , Patented
23854,D0UA9J,VT-1129,Onchocerciasis , Phase 2
23855,D0UA9J,VT-1129,Onychomycosis , Phase 2
23856,D0UA9J,VT-1129,Cryptococcal meningitis infection , Phase 1
23857,D0UB0T,PD176078,Pain , Investigative
23858,D0UB1J,BRL-44385,Virus infection , Terminated
23859,D0UB5A,IC14,Sepsis , Phase 2
23860,D0UB8U,Alkyl mannoside derivative 6,Crohn disease , Patented
23861,D0UB8U,Alkyl mannoside derivative 6,Ulcerative colitis , Patented
23862,D0UB8U,Alkyl mannoside derivative 6,Urinary tract infection , Patented
23863,D0UC5C,DP-1038,Neuroendocrine cancer , Phase 1
23864,D0UC5G,MBN-101,Diabetic foot ulcer , Phase 2
23865,D0UC6H,Chlamydocin,Solid tumour/cancer , Preclinical
23866,D0UD1J,EDP1066,Atopic dermatitis , Phase 1
23867,D0UD1J,EDP1066,Psoriasis vulgaris , Phase 1
23868,D0UD1Y,Neladenoson bialanate,Chronic heart failure , Phase 2
23869,D0UD4Y,PQ-912,Dementia , Phase 2
23870,D0UD5P,BPR-DC-2,Solid tumour/cancer , Investigative
23871,D0UD6S,NY-ESO-1/LAGE-1-specific T-cells,Sarcoma , Phase 1/2
23872,D0UD6X,Imidazopyridazine derivative 3,Pain , Patented
23873,D0UD6X,Imidazopyridazine derivative 3,Inflammation , Patented
23874,D0UE3F,Biphenyl mannoside derivative 28,Crohn disease , Patented
23875,D0UE3F,Biphenyl mannoside derivative 28,Ulcerative colitis , Patented
23876,D0UE3F,Biphenyl mannoside derivative 28,Urinary tract infection , Patented
23877,D0UE8P,Recombinant grass pollen allergens,Allergic rhinitis , Phase 3
23878,D0UE9K,PMID25666693-Compound-83,Osteoarthritis pain , Patented
23879,D0UE9K,PMID25666693-Compound-83,Cancer related pain , Patented
23880,D0UE9K,PMID25666693-Compound-83,Neuropathic pain , Patented
23881,D0UE9K,PMID25666693-Compound-83,Inflammatory pain , Patented
23882,D0UE9X,Gamolenic acid,Allergy , Approved
23883,D0UF0N,ACP-319,Chronic lymphocytic leukaemia , Phase 1/2
23884,D0UF1D,RG7986,Non-hodgkin lymphoma , Phase 1
23885,D0UF2N,DIADENOSINE TETRAPHOSPHATE,Cardiac arrhythmias , Phase 2
23886,D0UF5I,MPC-0920,Thrombosis , Discontinued in Phase 1
23887,D0UF6M,Thiacetazone,Mycobacterium infection , Approved
23888,D0UF8E,XOMA-629,Acne vulgaris , Phase 2
23889,D0UF8M,IMO-9200,Autoimmune disease , Phase 1
23890,D0UF9W,Pegaptanib,Neovascular age-related macular degeneration , Approved
23891,D0UG0K,Trastuzumab emtansine,HER2-positive breast cancer , Phase 3
23892,D0UG0K,Trastuzumab emtansine,Breast cancer , Phase 2
23893,D0UG3Q,VBP-245,Molluscum contagiosum infection , Phase 2
23894,D0UG4P,Egaptivon pegol,Thrombosis , Discontinued in Phase 2
23895,D0UG4T,CDP840,Chronic obstructive pulmonary disease , Discontinued in Phase 2
23896,D0UG9S,Biphenyl mannoside derivative 7,Crohn disease , Patented
23897,D0UG9S,Biphenyl mannoside derivative 7,Ulcerative colitis , Patented
23898,D0UG9S,Biphenyl mannoside derivative 7,Urinary tract infection , Patented
23899,D0UH0S,H1N1 influenza vaccine,Influenza virus infection , Approved
23900,D0UH4P,Vasculan,Systemic sclerosis , Phase 2
23901,D0UH4T,GW-493838,Neuropathic pain , Discontinued in Phase 2
23902,D0UH7R,Etrolizumab,Crohn disease , Phase 3
23903,D0UH7R,Etrolizumab,Ulcerative colitis , Phase 3
23904,D0UI0B,VTX-763,Autoimmune diabetes , Investigative
23905,D0UI0I,BL-3010,Pain , Phase 1/2
23906,D0UI3T,Elagolix,Uterine fibroids , Phase 3
23907,D0UI3Z,H1N1 influenza A inactivated split virion vaccine,Influenza virus infection , Phase 3
23908,D0UI4K,VB4-847,Squamous cell carcinoma , Phase 2
23909,D0UI4L,ND-0801,Attention deficit hyperactivity disorder , Phase 1/2
23910,D0UI4S,PF-3475952,Solid tumour/cancer , Investigative
23911,D0UI7K,Emapalumab,Primary haemophagocytic lymphohistiocytosis , Approved
23912,D0UI8K,Apogen MS,Multiple sclerosis , Discontinued in Phase 1
23913,D0UI8Y,Encapsulated human islet allografts,Type-1 diabetes , Phase 1/2
23914,D0UJ3C,CD38-specific gene-engineered T cells,Acute myeloid leukaemia , Phase 1/2
23915,D0UJ8E,Sch-49209,Solid tumour/cancer , Terminated
23916,D0UJ9N,Promethazine,Severe acute respiratory syndrome (SARS) , Investigative
23917,D0UJ9N,Promethazine,Middle East Respiratory Syndrome (MERS) , Investigative
23918,D0UK1L,EP-217609,Thrombosis , Phase 2
23919,D0UK1Q,Prosaptide TX14(A),Neuropathic pain , Phase 2
23920,D0UK1S,PMID26651364-Compound-126a,Crohn disease , Patented
23921,D0UK1S,PMID26651364-Compound-126a,Ulcerative colitis , Patented
23922,D0UK1S,PMID26651364-Compound-126a,Urinary tract infection , Patented
23923,D0UK2N,CMT-02,Charcot marie tooth disease , Phase 3
23924,D0UK2Z,Vitespen,Renal cell carcinoma , Phase 3
23925,D0UK2Z,Vitespen,Recurrent glioblastoma , Phase 2
23926,D0UK3A,Hydroxychloroquine,Malaria , Approved
23927,D0UK3A,Hydroxychloroquine,Coronavirus Disease 2019 (COVID-19) , Phase 3
23928,D0UK7B,REGN1400,Solid tumour/cancer , Phase 1
23929,D0UK7Z,Emetine hydrochloride,Middle East Respiratory Syndrome (MERS) , Investigative
23930,D0UL0R,BK-C-0701,Diabetic neuropathy , Phase 3
23931,D0UL2I,PF-06427878,Hyperlipidaemia , Phase 1
23932,D0UL2I,PF-06427878,Cardiovascular disease , Phase 1
23933,D0UL2L,Lornoxicam,Migraine , Approved
23934,D0UL2X,CC-90010,Non-hodgkin lymphoma , Phase 1
23935,D0UL2X,CC-90010,Solid tumour/cancer , Phase 1
23936,D0UL5X,SK-7041,Solid tumour/cancer , Preclinical
23937,D0UL7L,Recombinant human Erbb3 fragment therapeutic tumor vaccine,Solid tumour/cancer , Phase 1
23938,D0UL9R,Tesamorelin,HIV-associated lipodystrophy , Approved
23939,D0UM1Y,SNX-2,Human immunodeficiency virus infection , Investigative
23940,D0UM3M,AQST-120,LennoxGastaut syndrome , Application submitted
23941,D0UM4S,ASG-15ME,Bladder cancer , Phase 1
23942,D0UM4S,ASG-15ME,Urothelial carcinoma , Phase 1
23943,D0UM7H,BIA-12,Cardiovascular disease , Investigative
23944,D0UM7O,Ketamine,Anaesthesia , Approved
23945,D0UM8Q,UCART019,B-cell lymphoma , Phase 1/2
23946,D0UM8Q,UCART019,leukaemia , Phase 1/2
23947,D0UN1S,Tigapotide,Prostate cancer , Phase 1
23948,D0UN4M,Six-membered heterocyclic benzamide derivative 5,Pruritus , Patented
23949,D0UN4M,Six-membered heterocyclic benzamide derivative 5,Solid tumour/cancer , Patented
23950,D0UN4M,Six-membered heterocyclic benzamide derivative 5,Chronic pain , Patented
23951,D0UN4M,Six-membered heterocyclic benzamide derivative 5,Neuropathic pain , Patented
23952,D0UN4M,Six-membered heterocyclic benzamide derivative 5,Thymic cancer , Patented
23953,D0UN8H,IC261,Pancreatic cancer , Preclinical
23954,D0UN9X,Imidazopyridazine derivative 4,Pain , Patented
23955,D0UN9X,Imidazopyridazine derivative 4,Inflammation , Patented
23956,D0UO0C,MAK683,Diffuse large B-cell lymphoma , Phase 1/2
23957,D0UO2H,NMS-P715,Solid tumour/cancer , Investigative
23958,D0UO2N,BUTIXOCORT,Asthma , Discontinued in Phase 2
23959,D0UO2P,Avapritinib,Gastrointestinal stromal tumour , Approved
23960,D0UO2P,Avapritinib,Mast cell leukaemia , Phase 1
23961,D0UO2P,Avapritinib,Systemic mastocytosis , Phase 1
23962,D0UO4B,RQ-00000005,Frailty , Phase 2
23963,D0UO6M,ReN-004,Alzheimer disease , Investigative
23964,D0UO7V,DW-800,Mucositis , Investigative
23965,D0UO9R,RGX-202,Gastrointestinal cancer , Phase 1
23966,D0UO9T,VR-147,Migraine , Terminated
23967,D0UP0A,CAL-201,Metapneumovirus infection , Investigative
23968,D0UP1U,Recombinant plasmin,Cerebrovascular ischaemia , Investigative
23969,D0UP1Z,GDC-0032,Breast cancer , Phase 3
23970,D0UP1Z,GDC-0032,Solid tumour/cancer , Phase 2/3
23971,D0UP2Y,RVEc,Intoxication , Phase 1
23972,D0UP5N,PN-2107,Gout , Investigative
23973,D0UP9M,Gusperimus trihydrochloride,Immune System disease , Approved
23974,D0UQ1R,Eloctate,Haemophilia A , Approved
23975,D0UQ2G,Tri-substituted urea derivative 1,Pruritus , Patented
23976,D0UQ2G,Tri-substituted urea derivative 1,Solid tumour/cancer , Patented
23977,D0UQ2G,Tri-substituted urea derivative 1,Chronic pain , Patented
23978,D0UQ2G,Tri-substituted urea derivative 1,Neuropathic pain , Patented
23979,D0UQ2G,Tri-substituted urea derivative 1,Thymic cancer , Patented
23980,D0UQ5B,GSK-1437173A,Malaria , Phase 3
23981,D0UQ5I,Botulinum toxin vaccine,Yersinia infection , Phase 2
23982,D0UR1Z,OncoVAX,Melanoma , Preregistration
23983,D0UR1Z,OncoVAX,Colorectal cancer , Phase 3
23984,D0UR4K,Cenerimod,Systemic lupus erythematosus , Phase 2
23985,D0UR4L,SF-110,Inflammation , Investigative
23986,D0US1X,OCT-1547,Osteoporosis , Preclinical
23987,D0US3C,ZK-90695,Arthritis , Terminated
23988,D0US5I,C-linked disaccharide biphenyl mannoside derivative 2,Crohn disease , Patented
23989,D0US5I,C-linked disaccharide biphenyl mannoside derivative 2,Ulcerative colitis , Patented
23990,D0US5I,C-linked disaccharide biphenyl mannoside derivative 2,Urinary tract infection , Patented
23991,D0US8M,OX-CLI,Respiratory tract inflammation , Investigative
23992,D0UT0X,Aromatic hydrazine carboxyimidoamide derivative 2,Albinism , Patented
23993,D0UT0X,Aromatic hydrazine carboxyimidoamide derivative 2,Ephelides , Patented
23994,D0UT0X,Aromatic hydrazine carboxyimidoamide derivative 2,Menkes disease , Patented
23995,D0UT0X,Aromatic hydrazine carboxyimidoamide derivative 2,Senile lentigines , Patented
23996,D0UT0X,Aromatic hydrazine carboxyimidoamide derivative 2,Melasma , Patented
23997,D0UT3F,Nolpitantium besilate,Asthma , Discontinued in Phase 2
23998,D0UT4W,Zanubrutinib,Mantle cell lymphoma , Approved
23999,D0UT4W,Zanubrutinib,Chronic lymphocytic leukaemia , Phase 3
24000,D0UT4W,Zanubrutinib,Small lymphocytic lymphoma , Phase 3
24001,D0UT4W,Zanubrutinib,Waldenstrom macroglobulinemia , Phase 3
24002,D0UT4W,Zanubrutinib,B-cell lymphoma , Phase 1
24003,D0UT5A,SGN-CD19A,Diffuse large B-cell lymphoma , Phase 2
24004,D0UT5A,SGN-CD19A,Non-hodgkin lymphoma , Phase 1
24005,D0UT5A,SGN-CD19A,Acute lymphoblastic leukaemia , Phase 1
24006,D0UT7E,Lopinavir + ritonavir + favipiravir,Coronavirus Disease 2019 (COVID-19) , Phase 3
24007,D0UT7F,3K3A-APC,Cerebrovascular ischaemia , Phase 2
24008,D0UT7F,3K3A-APC,Ischemic stroke , Phase 2
24009,D0UT7X,Tideglusib,Osteosarcoma , Phase 2
24010,D0UT9H,Cyclohexyl carbamate derivative 5,Albinism , Patented
24011,D0UT9H,Cyclohexyl carbamate derivative 5,Ephelides , Patented
24012,D0UT9H,Cyclohexyl carbamate derivative 5,Menkes disease , Patented
24013,D0UT9H,Cyclohexyl carbamate derivative 5,Senile lentigines , Patented
24014,D0UT9H,Cyclohexyl carbamate derivative 5,Melasma , Patented
24015,D0UU1E,CC-100,Motor neurone disease , Phase 1
24016,D0UU1E,CC-100,Amyotrophic lateral sclerosis , Phase 1
24017,D0UU3J,RWJ-37868,Epilepsy , Terminated
24018,D0UU4B,CLS006,Verruca vulgaris , Phase 3
24019,D0UU4D,Peniel-5000,Autoimmune diabetes , Investigative
24020,D0UU9Y,Propentofylline propionate,Alzheimer disease , Approved
24021,D0UV2E,VOLT02,Traumatic brain injury , Phase 2
24022,D0UV4H,GSK-706769,Human immunodeficiency virus infection , Phase 2
24023,D0UV9F,GSK-894281,Gastric motility disorder , Investigative
24024,D0UW4A,Benzimate,Solid tumour/cancer , Phase 1
24025,D0UW7D,Varicella zoster virus vaccine live,Zoster , Approved
24026,D0UX0T,Milameline,Cognitive impairment , Discontinued in Phase 3
24027,D0UX2H,HG-1109,Solid tumour/cancer , Investigative
24028,D0UX2V,BMS-817399,Rheumatoid arthritis , Phase 2
24029,D0UX4A,HU-433,Osteoporosis , Investigative
24030,D0UX4J,Dimethoxybenzylidene-2-thio-imidazole-4-one derivative 1,Cerebral ischemia , Patented
24031,D0UX6Z,Heparin Sodium,Deep vein thrombosis , Approved
24032,D0UX6Z,Heparin Sodium,Coagulation defect , Approved
24033,D0UXJ2,Omidubicel,Hematologic tumour , Phase 3
24034,D0UY8U,SNX-002,Neurodegenerative disorder , Investigative
24035,D0UZ0X,ACH-2892,Infectious disease , Investigative
24036,D0UZ1I,S-33138,Psychotic disorder , Discontinued in Phase 1
24037,D0UZ2S,PMID26651364-Compound-6d,Crohn disease , Patented
24038,D0UZ2S,PMID26651364-Compound-6d,Ulcerative colitis , Patented
24039,D0UZ2S,PMID26651364-Compound-6d,Urinary tract infection , Patented
24040,D0UZ4G,99mTc-rBitistatin,Embolism , Phase 1/2
24041,D0V0AF,Seviprotimut-L,Melanoma , Phase 3
24042,D0V0AF,Seviprotimut-L,Merkel cell carcinoma , Phase 3
24043,D0V0AR,"HLA-A, B7.1-transfected adenocarcinoma vaccine",Solid tumour/cancer , Phase 2
24044,D0V0BD,GFT-1229,Diabetic complication , Investigative
24045,D0V0BO,Anti-FGFR3,Multiple myeloma , Phase 1
24046,D0V0CJ,CO-101,Pancreatic cancer , Phase 2
24047,D0V0DI,CT-2584,Solid tumour/cancer , Phase 3
24048,D0V0FQ,Brain derived neurotrophic factor,Amyotrophic lateral sclerosis , Discontinued in Phase 2
24049,D0V0HU,IFN alpha kinoid,Human immunodeficiency virus infection , Phase 1/2
24050,D0V0IO,NN9223,Type-2 diabetes , Discontinued in Phase 1
24051,D0V0IX,Epoprostenol,Pulmonary hypertension , Approved
24052,D0V0JQ,CHF 5407,Chronic obstructive pulmonary disease , Phase 1
24053,D0V0JR,Cadi-05,Prostate cancer , Phase 3
24054,D0V0JV,mabionHER2,Breast cancer , Investigative
24055,D0V0KJ,IDDBCP161883,Type-2 diabetes , Phase 3
24056,D0V0LB,Cysteamine,Nephropathic cystinosis , Approved
24057,D0V0NL,Aminoguanidine,Diabetic retinopathy , Phase 1
24058,D0V0NL,Aminoguanidine,Rheumatoid arthritis , Discontinued in Phase 2
24059,D0V0NL,Aminoguanidine,Insulin-resistant disorder , Discontinued in Phase 2
24060,D0V0OP,Polyphenon e,Perianal wart , Approved
24061,D0V0RW,BB-1433,Arthritis , Terminated
24062,D0V0RY,Factor ix human,Hemophilia , Approved
24063,D0V0SE,Alpha-Helical lipopeptides FFS,Middle East Respiratory Syndrome (MERS) , Preclinical
24064,D0V0SL,Abexinostat,Follicular lymphoma , Phase 3
24065,D0V0SL,Abexinostat,Renal cell carcinoma , Phase 3
24066,D0V0SL,Abexinostat,Acute myeloid leukaemia , Phase 2
24067,D0V0SL,Abexinostat,Breast cancer , Phase 2
24068,D0V0SL,Abexinostat,Diffuse large B-cell lymphoma , Phase 2
24069,D0V0SL,Abexinostat,Gynecologic cancer , Phase 2
24070,D0V0SL,Abexinostat,Peripheral T-cell lymphoma , Phase 2
24071,D0V0SL,Abexinostat,Solid tumour/cancer , Phase 2
24072,D0V0TT,CS-204,Metabolic disorder , Terminated
24073,D0V0UH,AMG 557,Systemic lupus erythematosus , Phase 2
24074,D0V0UH,AMG 557,Sjogren syndrome , Phase 2
24075,D0V0UW,Pyridotriazolopyrimidine derivative 2,Obesity , Patented
24076,D0V0UX,RVLYSIN,Solid tumour/cancer , Investigative
24077,D0V0VI,11C-AZD-2184,Alzheimer disease , Phase 1
24078,D0V0VR,CMVpp65-A0201,Cytomegalovirus infection , Phase 2
24079,D0V0WE,NIA-114,Plaque psoriasis , Clinical trial
24080,D0V0XV,FLU-v,Influenza virus infection , Phase 1
24081,D0V0YA,Veltuzumab/epratuzumab Y-90,Diffuse large B-cell lymphoma , Phase 1
